id,filename,participant,room,placement,session,polar_position,utterance,dov_angle,channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_ch1,gp_max_ix_ch1,gp_auc_ch1,tdoa_ch1,gp_max_val_ch2,gp_max_ix_ch2,gp_auc_ch2,tdoa_ch2,gp_max_val_ch3,gp_max_ix_ch3,gp_auc_ch3,tdoa_ch3,gp_max_val_ch4,gp_max_ix_ch4,gp_auc_ch4,tdoa_ch4
0,recording0_0_1.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,0,1,0.00022195102597756276,8.683752548492413e-07,0.003912463350978275,-1.3510081254949173e-07,0.0026097418049212465,-2.5858731555114988e-15,1.125771728849741e-10,-1.4894987704191234e-06,0.00615491916204116,0.1583597,0.8898481,0.5343495,41663.5338735953,0.002137147495391942,35.5823974609375,4.578071854663721,0.0,0.0,0.0,0.0,0.04154948021256081,3.0,4.818193088246542,3.90625e-06,0.041268124759589,3.0,4.814784343855825,3.90625e-06,0.0338343617470763,77.0,5.192064404274061,0.00010026041666666667
1,recording0_0_2.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,0,2,0.00020229234092949066,1.807380778705308e-06,0.008934499301361457,-1.2900626571425497e-07,0.002511106092621337,-2.3569567204091137e-15,1.0298599660573034e-10,-1.372571254050159e-06,0.005778422972791308,0.18514535,0.82550067,0.5072881,39652.17156609148,0.002173892381422178,35.82708740234375,4.222496515207129,0.04154948021256081,3.0,4.818193088246542,3.90625e-06,0.0,0.0,0.0,0.0,0.014935741611537502,353.0,4.145122422094703,0.0,0.038096453365373754,32.0,4.655120281444526,4.1666666666666665e-05
2,recording0_0_3.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,0,3,0.00019338979656276128,2.01876717283116e-06,0.01043885049114266,-1.1963763035854953e-07,0.0023998920668079197,-2.2694365532504665e-15,9.849620029523432e-11,-1.3009243447868092e-06,0.0054819863857251,0.1994854,0.70517397,0.49409842,38535.58612831682,0.00234269365420922,37.562042236328125,4.689349507255723,0.041268124759589,3.0,4.814784343855825,3.90625e-06,0.014935741611537502,353.0,4.145122422094703,0.0,0.0,0.0,0.0,0.0,0.05202769557967114,32.0,4.1191504102792,4.1666666666666665e-05
3,recording0_0_4.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,0,4,0.00022509360367713106,1.1965093703902319e-06,0.00531560804413828,-1.3079373641950188e-07,0.002561032260135735,-2.5376658272363813e-15,1.1009608328434436e-10,-1.4506932993004232e-06,0.006003413965213377,0.17629248,0.7139449,0.5485284,42675.52300441079,0.0022250100309361,36.34588623046875,4.68256138924533,0.0338343617470763,77.0,5.192064404274061,0.00010026041666666667,0.038096453365373754,32.0,4.655120281444526,4.1666666666666665e-05,0.05202769557967114,32.0,4.1191504102792,4.1666666666666665e-05,0.0,0.0,0.0,0.0
4,recording0_45_1.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,45,1,0.00020450736803085702,2.149403783157465e-06,0.010510153271510262,-1.1622808648691027e-07,0.0022298972819829645,-1.90686187766162e-15,8.416673237702185e-11,-1.14281405518143e-06,0.004954617860883331,0.18882062,0.8982645,0.32310635,25849.795435495675,0.0019075019132344627,32.00006103515625,4.2916225253524685,0.0,0.0,0.0,0.0,0.03626290873013405,19.0,4.8821667154816994,2.4739583333333333e-05,0.03878320707260491,722.0,4.5793620756611855,-1.8229166666666668e-05,0.03208430276623098,689.0,4.438307302808007,-1.3020833333333333e-06
5,recording0_45_2.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,45,2,0.0001893599418219234,1.3980198964860535e-06,0.007382870331681713,-1.1239258004535404e-07,0.0021383295415474575,-1.925561761330299e-15,8.467193961036201e-11,-1.14130095844121e-06,0.004859034629577883,0.22509623,0.80154955,0.31137645,24979.001682724804,0.0017240530190276904,29.014739990234375,4.006446297466593,0.03626290873013405,19.0,4.8821667154816994,2.4739583333333333e-05,0.0,0.0,0.0,0.0,0.03263278574041297,706.0,4.8616156018644,-3.90625e-05,0.03917039077629207,719.0,4.833604879008758,-2.2135416666666668e-05
6,recording0_45_3.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,45,3,0.00018750517543284574,2.500865108079251e-06,0.01333757909511637,-1.0990150798846394e-07,0.0021479319951763693,-1.85600197286211e-15,8.144396473571165e-11,-1.097547172657631e-06,0.004754106143914135,0.18587777,0.70908314,0.3095052,24923.91761987284,0.0019412686699269328,32.38116455078125,4.731097632218783,0.03878320707260491,722.0,4.5793620756611855,-1.8229166666666668e-05,0.03263278574041297,706.0,4.8616156018644,-3.90625e-05,0.0,0.0,0.0,0.0,0.054982800268619555,704.0,3.9538447303469137,-4.1666666666666665e-05
7,recording0_45_4.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,45,4,0.00021659439613503994,2.7328596788669884e-06,0.012617407133484351,-1.1732893233663899e-07,0.002273559876812744,-1.9605682440939658e-15,8.631176086926527e-11,-1.1673736257125855e-06,0.005053374029383973,0.20726626,0.6899729,0.35136986,28375.370839534327,0.002005314318055807,33.31610107421875,4.445595212937661,0.03208430276623098,689.0,4.438307302808007,-1.3020833333333333e-06,0.03917039077629207,719.0,4.833604879008758,-2.2135416666666668e-05,0.054982800268619555,704.0,3.9538447303469137,-4.1666666666666665e-05,0.0,0.0,0.0,0.0
8,recording0_90_1.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,90,1,0.00013357718189053032,1.2934319070773829e-08,9.683030355718847e-05,-8.443048482326988e-08,0.0015117882142700156,-2.1067879321277685e-15,9.002338960438136e-11,-1.1468601293934594e-06,0.004237287471431874,0.1774797,0.7320416,0.35766122,31305.10752636753,0.0006961293118752104,17.093505859375,2.2355409241716244,0.0,0.0,0.0,0.0,0.0439596417936379,4.0,4.6930432658570265,5.208333333333333e-06,0.04384084963169375,1.0,4.7656721788006715,1.3020833333333333e-06,0.03471809397495831,3.0,4.903240492060127,3.90625e-06
9,recording0_90_2.wav,s1,upstairs,wall,trial1,A0_1_0,recording0,90,2,0.00012730790047588226,1.3924563301432972e-08,0.0001093770555431546,-8.243425788302726e-08,0.0014736085350765316,-2.0555054445958857e-15,8.789624657868966e-11,-1.120554825467242e-06,0.004138924462488521,0.223433,0.75040025,0.34020415,29831.708510864526,0.000663982070727498,16.510894775390625,2.3362503787175735,0.0439596417936379,4.0,4.6930432658570265,5.208333333333333e-06,0.0,0.0,0.0,0.0,0.011734858497188713,381.0,3.7967847930539107,-1.3020833333333333e-06,0.021627842627597437,669.0,4.864243884305483,0.0
