id,filename,participant_id,room_id,device_placement_id,session_id,polar_position_id,distance,polar_angle,utterance_id,dov_angle,mic_channel,low_power,high_power,hlbr,coe1[0],coe1[1],coe3[0],coe3[1],coe3[2],coe3[3],ratio_max_to_10ms_ave_peaks,ratio_max_to_9th_ave_peaks,ac_std,ac_auc,diff_std,diff_auc,srmr,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
0,recording0_0_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,0,0,0.0072529931206792644,7.962813339196658e-05,0.010978658336919692,-1.7765117493255889e-06,0.033794716106892754,-1.6534255828976657e-14,7.355809392300462e-10,-1.081771413427103e-05,0.057975172370166465,0.24760813,0.83651024,24.76999,3.7860260009765625,0.022416633,563.7454833984375,5.434732801367953,0.011275248923060784,0.03709195396813364,0.014935741611537502,0.05202769557967114,0.03695197621263475,123.11060970615905,350.0,3.0,353.0,83.33333333333333,1.2819751242557092e-16,2.220446049250313e-16,0.9999999999999997,0.9999999999999999,0.9999999999999999,3.523452897847606e-05,0.00010026041666666667,0.0,0.00010026041666666667,3.190104166666666e-05
1,recording0_45_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,45,0,0.010807297769574625,0.0002551153494035957,0.02360584068681926,-1.400378744020951e-06,0.02692049099889216,-8.176631424901575e-15,3.8907045172722697e-10,-6.483621621454775e-06,0.0413075999233943,0.29350436,0.85043,10.469553,4.126728057861328,0.018878577,482.87725830078125,5.201951066091484,0.0076527198426081825,0.02289849750238858,0.03208430276623098,0.054982800268619555,0.038986065892382425,257.00156722392876,703.0,19.0,722.0,593.1666666666666,2.026980648162706e-16,4.440892098500626e-16,0.9999999999999996,1.0,1.0,2.2761643233858136e-05,6.640625e-05,-4.1666666666666665e-05,2.4739583333333333e-05,-1.6276041666666666e-05
2,recording0_90_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,90,0,0.002781072287549934,1.065380206421331e-07,3.830825294224583e-05,-6.054770392890797e-07,0.01095802121155064,-9.963276728348024e-15,4.3135747396111644e-10,-5.765910405494117e-06,0.024387235910907017,0.15395932,0.87113726,7.569826,15.916358947753906,0.004654754,164.6488800048828,3.695377417153139,0.012362459925013357,0.032224783296449185,0.011734858497188713,0.0439596417936379,0.029248470515741008,300.6823720953539,668.0,1.0,669.0,287.6666666666667,1.3597399555105182e-16,3.3306690738754696e-16,0.9999999999999999,1.0000000000000002,1.0,2.3068892822774844e-06,6.510416666666666e-06,-1.3020833333333333e-06,5.208333333333333e-06,1.5190972222222221e-06
3,recording0_135_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,135,0,0.008452083904429846,4.808945022428017e-06,0.0005689656038444657,-8.332814580705332e-07,0.014250885640538006,-1.5918271824940335e-14,6.986328659187529e-10,-9.306794286951256e-06,0.03661433214264377,0.16167068,0.8380492,11.951317,37.50792694091797,0.0034315896,121.74996948242188,2.639318089949034,0.009677421219600163,0.030770562544717883,0.018157921231686157,0.04892848377640404,0.034087362158133606,330.61798196710356,733.0,1.0,734.0,315.5,1.868783819980842e-16,4.440892098500626e-16,0.9999999999999998,1.0000000000000002,1.0,2.7791337836080075e-06,7.8125e-06,-2.6041666666666666e-06,5.208333333333333e-06,8.680555555555557e-07
4,recording0_180_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,180,0,0.005656445225100062,1.508783282397649e-06,0.0002667370092620244,-9.071531831524544e-07,0.015438939277327436,-1.7425769222366664e-14,7.661115626642133e-10,-1.0214973109178763e-05,0.04004663603608631,0.15457958,0.8260832,13.514788,13.564117431640625,0.0036759204,115.27046203613281,4.183600971202768,0.015090628569867707,0.038361459532392075,0.013344707500834144,0.05170616703322622,0.02930925583701552,169.03689603817926,388.0,1.0,389.0,128.83333333333334,2.220446049250313e-16,6.661338147750939e-16,0.9999999999999998,1.0000000000000004,1.0,1.8036974613871657e-05,5.338541666666667e-05,-4.557291666666667e-05,7.8125e-06,-5.642361111111112e-06
5,recording0_225_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,225,0,0.0017809756526148356,1.7473820034978417e-06,0.0009811375023192083,-1.043272527065224e-06,0.018177704757371117,-1.6361188499234773e-14,7.297585682938724e-10,-1.0035243993822972e-05,0.0422852498636152,0.11607239,0.71511537,9.795774,0.4732856750488281,0.005903855,184.1414794921875,5.140497900810023,0.0065747911520131624,0.02069597653126483,0.028071132175691106,0.048767108706955935,0.03921135169018011,327.3706699683946,733.0,1.0,734.0,303.3333333333333,2.6814433536895164e-16,8.881784197001252e-16,0.9999999999999993,1.0000000000000002,0.9999999999999999,3.637815671493101e-06,9.114583333333332e-06,-3.90625e-06,5.208333333333333e-06,1.5190972222222221e-06
6,recording0_270_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,270,0,0.023829122042187355,0.0006942707580794226,0.02913538974915977,-1.3891669395630774e-06,0.025623107263142448,-1.4782704002520364e-14,6.699675658375056e-10,-9.77036294894396e-06,0.04842371856874037,0.39044338,0.8688527,14.570822,69.52212524414062,0.015449026,426.37579345703125,5.620935668918165,0.008062585619837978,0.021223475260107684,0.031869956336511025,0.05309343159661871,0.03936512742557286,338.21984960476027,733.0,1.0,734.0,256.0,2.5639502485114184e-16,6.661338147750939e-16,0.9999999999999996,1.0000000000000002,1.0,1.9785193263960904e-05,4.557291666666666e-05,-2.6041666666666666e-06,4.296875e-05,1.3888888888888891e-05
7,recording0_315_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording0,315,0,0.009733999149063277,0.0001746654354275703,0.017943851520099908,-1.6197139580732048e-06,0.03126908757098401,-1.92090488755289e-14,8.214028426461894e-10,-1.1321065528831236e-05,0.0561766727517474,0.3134926,0.8810792,17.801025,4.427589416503906,0.021146014,554.1395874023438,5.942031878659112,0.0075687629925300344,0.0242774718567167,0.028914987890301662,0.05319245974701836,0.03874629557167366,4.387482193696061,12.0,1.0,13.0,5.5,2.026980648162706e-16,4.440892098500626e-16,0.9999999999999998,1.0000000000000002,1.0,5.712867439708413e-06,1.5625e-05,1.3020833333333333e-06,1.6927083333333333e-05,7.161458333333333e-06
8,recording1_0_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,0,0,0.03455945252159918,0.000284293109549427,0.008226204086183013,-1.6326651937798642e-06,0.0290730361805829,-1.790316027699774e-14,8.318999685612368e-10,-1.2279151438810696e-05,0.05865543498464602,0.3034075,0.92445564,23.139297,0.35930490493774414,0.010546327,811.6964111328125,5.039256467595505,0.011163937867728964,0.03076345940480847,0.01401500739477636,0.04477846679958483,0.029588952653817068,349.349117009841,732.0,1.0,733.0,363.1666666666667,1.1102230246251565e-16,3.3306690738754696e-16,0.9999999999999999,1.0000000000000002,1.0,3.5592924190227273e-06,1.0416666666666668e-05,-3.90625e-06,6.510416666666667e-06,-2.1701388888888885e-07
9,recording1_45_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,45,0,0.02083527489314504,0.0003322549085113878,0.015946749453289052,-1.2378381343515505e-06,0.021900927698151332,-1.3057645612944435e-14,6.147631329553955e-10,-9.196786142217065e-06,0.044246492411205554,0.22143622,0.89612746,13.042806,22.2437744140625,0.0077860523,556.5089111328125,4.122739440815476,0.006872172827174602,0.02284175379805453,0.010048961351417982,0.03289071514947251,0.02352572424439485,169.5448973641561,386.0,32.0,418.0,272.8333333333333,2.0770370905276122e-16,6.661338147750939e-16,0.9999999999999996,1.0000000000000002,1.0,4.843300783754351e-05,0.000109375,-1.3020833333333333e-06,0.00010807291666666666,4.231770833333333e-05
